state_name,district_name,crop_year,season,crop,area,production
andhra pradesh,krishna,2008,kharif,arhar/tur,3461.0,2108.0
andhra pradesh,krishna,2008,kharif,cotton(lint),36669.0,131459.0
andhra pradesh,krishna,2008,kharif,dry chillies,7931.0,29186.0
andhra pradesh,krishna,2008,kharif,groundnut,4121.0,11848.0
andhra pradesh,krishna,2008,kharif,jowar,2.0,5.0
andhra pradesh,krishna,2008,kharif,maize,5070.0,25005.0
andhra pradesh,krishna,2008,kharif,moong(green gram),10365.0,2446.0
andhra pradesh,krishna,2008,kharif,onion,31.0,521.0
andhra pradesh,krishna,2008,kharif,rice,273878.0,959395.0
andhra pradesh,krishna,2008,kharif,sesamum,198.0,39.0
andhra pradesh,krishna,2008,kharif,urad,2581.0,836.0
andhra pradesh,krishna,2008,rabi,dry chillies,688.0,2429.0
andhra pradesh,krishna,2008,rabi,gram,931.0,1621.0
andhra pradesh,krishna,2008,rabi,groundnut,4048.0,8537.0
andhra pradesh,krishna,2008,rabi,horse-gram,224.0,84.0
andhra pradesh,krishna,2008,rabi,jowar,274.0,1293.0
andhra pradesh,krishna,2008,rabi,linseed,7.0,3.0
andhra pradesh,krishna,2008,rabi,maize,24249.0,205365.0
andhra pradesh,krishna,2008,rabi,moong(green gram),1375.0,811.0
andhra pradesh,krishna,2008,rabi,onion,60.0,578.0
andhra pradesh,krishna,2008,rabi,rapeseed &mustard,2.0,729.0
andhra pradesh,krishna,2008,rabi,rice,120655.0,467900.0
andhra pradesh,krishna,2008,rabi,sesamum,407.0,73.0
andhra pradesh,krishna,2008,rabi,urad,90564.0,89206.0
andhra pradesh,krishna,2008,whole year,banana,1475.0,40328.0
andhra pradesh,krishna,2008,whole year,cashewnut,282.0,82.0
andhra pradesh,krishna,2008,whole year,coconut,2129.0,19439434.0
andhra pradesh,krishna,2008,whole year,dry ginger,21.0,50.0
andhra pradesh,krishna,2008,whole year,sugarcane,11255.0,1073337.0
andhra pradesh,krishna,2008,whole year,sunflower,42.0,43.0
andhra pradesh,krishna,2008,whole year,tobacco,7145.0,19515.0
andhra pradesh,krishna,2008,whole year,turmeric,1884.0,20183.0
andhra pradesh,krishna,2009,kharif,arhar/tur,3073.0,2222.0
andhra pradesh,krishna,2009,kharif,bajra,1.0,2.0
andhra pradesh,krishna,2009,kharif,cotton(lint),46902.0,140706.0
andhra pradesh,krishna,2009,kharif,dry chillies,9512.0,27813.0
andhra pradesh,krishna,2009,kharif,groundnut,2630.0,6117.0
andhra pradesh,krishna,2009,kharif,jowar,585.0,690.0
andhra pradesh,krishna,2009,kharif,maize,3552.0,16339.0
andhra pradesh,krishna,2009,kharif,moong(green gram),9092.0,1182.0
andhra pradesh,krishna,2009,kharif,onion,7.0,113.0
andhra pradesh,krishna,2009,kharif,rice,228196.0,784310.0
andhra pradesh,krishna,2009,kharif,sesamum,135.0,34.0
andhra pradesh,krishna,2009,kharif,urad,3252.0,693.0
andhra pradesh,krishna,2009,rabi,arhar/tur,243.0,176.0
andhra pradesh,krishna,2009,rabi,dry chillies,1023.0,4024.0
andhra pradesh,krishna,2009,rabi,gram,891.0,1463.0
andhra pradesh,krishna,2009,rabi,groundnut,2894.0,4790.0
andhra pradesh,krishna,2009,rabi,horse-gram,305.0,190.0
andhra pradesh,krishna,2009,rabi,jowar,2584.0,9031.0
andhra pradesh,krishna,2009,rabi,maize,16863.0,139676.0
andhra pradesh,krishna,2009,rabi,moong(green gram),1576.0,1272.0
andhra pradesh,krishna,2009,rabi,onion,52.0,1320.0
andhra pradesh,krishna,2009,rabi,rice,108442.0,424984.0
andhra pradesh,krishna,2009,rabi,sesamum,323.0,64.0
andhra pradesh,krishna,2009,rabi,urad,110269.0,144783.0
andhra pradesh,krishna,2009,whole year,banana,1632.0,35124.0
andhra pradesh,krishna,2009,whole year,cashewnut,259.0,77.0
andhra pradesh,krishna,2009,whole year,coconut,2090.0,23599014.0
andhra pradesh,krishna,2009,whole year,dry ginger,57.0,111.0
andhra pradesh,krishna,2009,whole year,sugarcane,9494.0,829393.0
andhra pradesh,krishna,2009,whole year,sunflower,268.0,261.0
andhra pradesh,krishna,2009,whole year,sweet potato,3.0,39.0
andhra pradesh,krishna,2009,whole year,tobacco,7027.0,19474.0
andhra pradesh,krishna,2009,whole year,turmeric,2024.0,23414.0
andhra pradesh,krishna,2010,kharif,arhar/tur,4012.0,1809.0
andhra pradesh,krishna,2010,kharif,cotton(lint),51963.0,117681.0
andhra pradesh,krishna,2010,kharif,dry chillies,9375.0,30853.0
andhra pradesh,krishna,2010,kharif,groundnut,2024.0,5677.0
andhra pradesh,krishna,2010,kharif,maize,2468.0,11163.0
andhra pradesh,krishna,2010,kharif,moong(green gram),8183.0,3142.0
andhra pradesh,krishna,2010,kharif,onion,2.0,40.0
andhra pradesh,krishna,2010,kharif,rice,260350.0,722978.0
andhra pradesh,krishna,2010,kharif,sesamum,414.0,70.0
andhra pradesh,krishna,2010,kharif,urad,2272.0,613.0
andhra pradesh,krishna,2010,rabi,arhar/tur,159.0,72.0
andhra pradesh,krishna,2010,rabi,dry chillies,1533.0,6327.0
andhra pradesh,krishna,2010,rabi,gram,814.0,1354.0
andhra pradesh,krishna,2010,rabi,groundnut,2082.0,2859.0
andhra pradesh,krishna,2010,rabi,horse-gram,201.0,83.0
andhra pradesh,krishna,2010,rabi,jowar,73.0,285.0
andhra pradesh,krishna,2010,rabi,linseed,5.0,1.0
andhra pradesh,krishna,2010,rabi,maize,16750.0,142945.0
andhra pradesh,krishna,2010,rabi,moong(green gram),1910.0,1091.0
andhra pradesh,krishna,2010,rabi,onion,16.0,209.0
andhra pradesh,krishna,2010,rabi,rapeseed &mustard,487.0,1180.0
andhra pradesh,krishna,2010,rabi,rice,94991.0,367710.0
andhra pradesh,krishna,2010,rabi,sesamum,285.0,65.0
andhra pradesh,krishna,2010,rabi,urad,127896.0,79807.0
andhra pradesh,krishna,2010,whole year,arecanut,9.0,4.0
andhra pradesh,krishna,2010,whole year,banana,1465.0,33847.0
andhra pradesh,krishna,2010,whole year,cashewnut,170.0,41.0
andhra pradesh,krishna,2010,whole year,dry ginger,43.0,401.0
andhra pradesh,krishna,2010,whole year,ginger,43.0,401.0
andhra pradesh,krishna,2010,whole year,sugarcane,16144.0,1527716.0
andhra pradesh,krishna,2010,whole year,sunflower,76.0,94.0
andhra pradesh,krishna,2010,whole year,sweet potato,1.0,13.0
andhra pradesh,krishna,2010,whole year,tobacco,5160.0,12771.0
andhra pradesh,krishna,2010,whole year,turmeric,2014.0,17252.0
andhra pradesh,krishna,2011,kharif,arhar/tur,3133.0,1889.0
andhra pradesh,krishna,2011,kharif,cotton(lint),59845.0,122506.0
andhra pradesh,krishna,2011,kharif,dry chillies,12656.0,37462.0
andhra pradesh,krishna,2011,kharif,groundnut,1730.0,3256.0
andhra pradesh,krishna,2011,kharif,maize,4876.0,19275.0
andhra pradesh,krishna,2011,kharif,moong(green gram),6930.0,5163.0
andhra pradesh,krishna,2011,kharif,onion,7.0,101.0
andhra pradesh,krishna,2011,kharif,other oilseeds,3823.0,81640.0
andhra pradesh,krishna,2011,kharif,rice,262826.0,980105.0
andhra pradesh,krishna,2011,kharif,sesamum,174.0,39.0
andhra pradesh,krishna,2011,kharif,urad,1503.0,727.0
andhra pradesh,krishna,2011,rabi,arhar/tur,1.0,1.0
andhra pradesh,krishna,2011,rabi,dry chillies,1568.0,6830.0
andhra pradesh,krishna,2011,rabi,gram,1283.0,1944.0
andhra pradesh,krishna,2011,rabi,groundnut,2504.0,5454.0
andhra pradesh,krishna,2011,rabi,horse-gram,89.0,37.0
andhra pradesh,krishna,2011,rabi,jowar,905.0,4212.0
andhra pradesh,krishna,2011,rabi,maize,19811.0,145631.0
andhra pradesh,krishna,2011,rabi,moong(green gram),5913.0,4027.0
andhra pradesh,krishna,2011,rabi,onion,25.0,640.0
andhra pradesh,krishna,2011,rabi,rapeseed &mustard,2699.0,6602.0
andhra pradesh,krishna,2011,rabi,rice,9203.0,31437.0
andhra pradesh,krishna,2011,rabi,sesamum,1345.0,291.0
andhra pradesh,krishna,2011,rabi,urad,173354.0,155325.0
andhra pradesh,krishna,2011,whole year,banana,1180.0,35937.0
andhra pradesh,krishna,2011,whole year,cashewnut,180.0,46.0
andhra pradesh,krishna,2011,whole year,coconut,1965.0,27512912.0
andhra pradesh,krishna,2011,whole year,dry ginger,55.0,508.0
andhra pradesh,krishna,2011,whole year,sugarcane,16024.0,1621860.0
andhra pradesh,krishna,2011,whole year,sunflower,38.0,40.0
andhra pradesh,krishna,2011,whole year,sweet potato,10.0,128.0
andhra pradesh,krishna,2011,whole year,tobacco,3425.0,13256.0
andhra pradesh,krishna,2011,whole year,turmeric,2670.0,28540.0
andhra pradesh,krishna,2012,kharif,arhar/tur,1506.0,955.0
andhra pradesh,krishna,2012,kharif,brinjal,521.0,5390.0
andhra pradesh,krishna,2012,kharif,cabbage,43.0,1132.0
andhra pradesh,krishna,2012,kharif,cashewnut,127.0,34.0
andhra pradesh,krishna,2012,kharif,cotton(lint),64514.0,208722.0
andhra pradesh,krishna,2012,kharif,dry chillies,9725.0,32919.0
andhra pradesh,krishna,2012,kharif,dry ginger,53.0,414.0
andhra pradesh,krishna,2012,kharif,groundnut,1746.0,4971.0
andhra pradesh,krishna,2012,kharif,lemon,486.0,3575.0
andhra pradesh,krishna,2012,kharif,maize,5246.0,24856.0
andhra pradesh,krishna,2012,kharif,mango,54501.0,436226.0
andhra pradesh,krishna,2012,kharif,moong(green gram),3172.0,1760.0
andhra pradesh,krishna,2012,kharif,onion,2.0,38.0
andhra pradesh,krishna,2012,kharif,papaya,80.0,8715.0
andhra pradesh,krishna,2012,kharif,rice,253166.0,908360.0
andhra pradesh,krishna,2012,kharif,sapota,463.0,6112.0
andhra pradesh,krishna,2012,kharif,sesamum,193.0,45.0
andhra pradesh,krishna,2012,kharif,sugarcane,15585.0,1373963.0
andhra pradesh,krishna,2012,kharif,tomato,549.0,11985.0
andhra pradesh,krishna,2012,kharif,turmeric,2035.0,22179.0
andhra pradesh,krishna,2012,kharif,urad,1078.0,762.0
andhra pradesh,krishna,2012,rabi,arhar/tur,7.0,4.0
andhra pradesh,krishna,2012,rabi,brinjal,537.0,5555.0
andhra pradesh,krishna,2012,rabi,cabbage,83.0,2185.0
andhra pradesh,krishna,2012,rabi,castor seed,20.0,10.0
andhra pradesh,krishna,2012,rabi,dry chillies,1188.0,4740.0
andhra pradesh,krishna,2012,rabi,gram,1906.0,3461.0
andhra pradesh,krishna,2012,rabi,groundnut,3074.0,6707.0
andhra pradesh,krishna,2012,rabi,horse-gram,187.0,105.0
andhra pradesh,krishna,2012,rabi,jowar,223.0,890.0
andhra pradesh,krishna,2012,rabi,maize,20986.0,151750.0
andhra pradesh,krishna,2012,rabi,moong(green gram),7946.0,6738.0
andhra pradesh,krishna,2012,rabi,onion,2.0,44.0
andhra pradesh,krishna,2012,rabi,rapeseed &mustard,1378.0,313.0
andhra pradesh,krishna,2012,rabi,rice,11365.0,42244.0
andhra pradesh,krishna,2012,rabi,sesamum,525.0,138.0
andhra pradesh,krishna,2012,rabi,sunflower,18.0,17.0
andhra pradesh,krishna,2012,rabi,sweet potato,8.0,77.0
andhra pradesh,krishna,2012,rabi,tobacco,2562.0,12515.0
andhra pradesh,krishna,2012,rabi,tomato,880.0,8569.0
andhra pradesh,krishna,2012,rabi,urad,163558.0,161867.0
andhra pradesh,krishna,2012,whole year,coconut,2008.0,34309000.0
andhra pradesh,krishna,2013,kharif,arhar/tur,978.0,577.0
andhra pradesh,krishna,2013,kharif,brinjal,555.0,3580.0
andhra pradesh,krishna,2013,kharif,cabbage,75.0,1408.0
andhra pradesh,krishna,2013,kharif,cashewnut,122.0,38.0
andhra pradesh,krishna,2013,kharif,cotton(lint),59304.0,224658.0
andhra pradesh,krishna,2013,kharif,dry chillies,9752.0,48350.0
andhra pradesh,krishna,2013,kharif,dry ginger,53.0,351.0
andhra pradesh,krishna,2013,kharif,groundnut,2079.0,4002.0
andhra pradesh,krishna,2013,kharif,jowar,8.0,14.0
andhra pradesh,krishna,2013,kharif,lemon,547.0,4358.0
andhra pradesh,krishna,2013,kharif,maize,7321.0,30368.0
andhra pradesh,krishna,2013,kharif,mango,57493.0,484781.0
andhra pradesh,krishna,2013,kharif,moong(green gram),3135.0,1524.0
andhra pradesh,krishna,2013,kharif,other oilseeds,4771.0,60603.0
andhra pradesh,krishna,2013,kharif,papaya,70.0,6853.0
andhra pradesh,krishna,2013,kharif,rice,264371.0,773285.0
andhra pradesh,krishna,2013,kharif,sapota,518.0,4873.0
andhra pradesh,krishna,2013,kharif,sesamum,217.0,97.0
andhra pradesh,krishna,2013,kharif,sugarcane,16123.0,1447765.0
andhra pradesh,krishna,2013,kharif,tomato,545.0,9744.0
andhra pradesh,krishna,2013,kharif,turmeric,2130.0,23626.0
andhra pradesh,krishna,2013,kharif,urad,1062.0,748.0
andhra pradesh,krishna,2013,rabi,brinjal,591.0,3812.0
andhra pradesh,krishna,2013,rabi,cabbage,79.0,1483.0
andhra pradesh,krishna,2013,rabi,castor seed,20.0,16.0
andhra pradesh,krishna,2013,rabi,dry chillies,1001.0,4690.0
andhra pradesh,krishna,2013,rabi,gram,1072.0,2066.0
andhra pradesh,krishna,2013,rabi,groundnut,1947.0,3475.0
andhra pradesh,krishna,2013,rabi,horse-gram,117.0,54.0
andhra pradesh,krishna,2013,rabi,jowar,145.0,669.0
andhra pradesh,krishna,2013,rabi,maize,25554.0,197149.0
andhra pradesh,krishna,2013,rabi,moong(green gram),6372.0,5251.0
andhra pradesh,krishna,2013,rabi,onion,2.0,37.0
andhra pradesh,krishna,2013,rabi,rapeseed &mustard,622.0,200.0
andhra pradesh,krishna,2013,rabi,rice,98951.0,402236.0
andhra pradesh,krishna,2013,rabi,sesamum,860.0,181.0
andhra pradesh,krishna,2013,rabi,sunflower,8.0,9.0
andhra pradesh,krishna,2013,rabi,sweet potato,9.0,79.0
andhra pradesh,krishna,2013,rabi,tobacco,1591.0,7470.0
andhra pradesh,krishna,2013,rabi,tomato,587.0,6636.0
andhra pradesh,krishna,2013,rabi,urad,94374.0,86069.0
andhra pradesh,krishna,2013,whole year,banana,1266.0,45738.0
andhra pradesh,krishna,2013,whole year,cashewnut,122.0,38.0
andhra pradesh,krishna,2013,whole year,castor seed,20.0,16.0
andhra pradesh,krishna,2013,whole year,coconut,2053.0,34029000.0
andhra pradesh,krishna,2013,whole year,dry ginger,53.0,351.0
andhra pradesh,krishna,2013,whole year,sweet potato,9.0,79.0
andhra pradesh,krishna,2014,kharif,arhar/tur,607.0,403.0
andhra pradesh,krishna,2014,kharif,brinjal,578.0,5552.0
andhra pradesh,krishna,2014,kharif,cabbage,57.0,147.0
andhra pradesh,krishna,2014,kharif,cashewnut,115.0,40.0
andhra pradesh,krishna,2014,kharif,cotton(lint),55571.0,261650.0
andhra pradesh,krishna,2014,kharif,dry chillies,8456.0,49485.0
andhra pradesh,krishna,2014,kharif,dry ginger,53.0,330.0
andhra pradesh,krishna,2014,kharif,groundnut,999.0,2690.0
andhra pradesh,krishna,2014,kharif,lemon,626.0,3866.0
andhra pradesh,krishna,2014,kharif,maize,4682.0,20048.0
andhra pradesh,krishna,2014,kharif,mango,58445.0,663468.0
andhra pradesh,krishna,2014,kharif,moong(green gram),2147.0,1576.0
andhra pradesh,krishna,2014,kharif,other oilseeds,5709.0,127784.0
andhra pradesh,krishna,2014,kharif,papaya,121.0,9526.0
andhra pradesh,krishna,2014,kharif,pome granet,11.0,114.0
andhra pradesh,krishna,2014,kharif,rice,235212.0,788901.0
andhra pradesh,krishna,2014,kharif,sapota,541.0,4526.0
andhra pradesh,krishna,2014,kharif,sesamum,70.0,19.0
andhra pradesh,krishna,2014,kharif,sugarcane,16719.0,1400898.0
andhra pradesh,krishna,2014,kharif,tomato,439.0,6312.0
andhra pradesh,krishna,2014,kharif,turmeric,1887.0,22578.0
andhra pradesh,krishna,2014,kharif,urad,841.0,775.0
andhra pradesh,krishna,2014,rabi,brinjal,519.0,4985.0
andhra pradesh,krishna,2014,rabi,cabbage,91.0,235.0
andhra pradesh,krishna,2014,rabi,castor seed,20.0,729.0
andhra pradesh,krishna,2014,rabi,dry chillies,827.0,4179.0
andhra pradesh,krishna,2014,rabi,gram,769.0,1485.0
andhra pradesh,krishna,2014,rabi,groundnut,845.0,1847.0
andhra pradesh,krishna,2014,rabi,horse-gram,755.0,313.0
andhra pradesh,krishna,2014,rabi,jowar,524.0,2370.0
andhra pradesh,krishna,2014,rabi,maize,20950.0,141433.0
andhra pradesh,krishna,2014,rabi,moong(green gram),15572.0,12286.0
andhra pradesh,krishna,2014,rabi,onion,13.0,230.0
andhra pradesh,krishna,2014,rabi,rapeseed &mustard,890.0,281.0
andhra pradesh,krishna,2014,rabi,rice,52830.0,209894.0
andhra pradesh,krishna,2014,rabi,sesamum,1279.0,242.0
andhra pradesh,krishna,2014,rabi,sunflower,15.0,14.0
andhra pradesh,krishna,2014,rabi,sweet potato,7.0,77.0
andhra pradesh,krishna,2014,rabi,tobacco,2006.0,12527.0
andhra pradesh,krishna,2014,rabi,tomato,538.0,7289.0
andhra pradesh,krishna,2014,rabi,urad,124853.0,145703.0
andhra pradesh,krishna,2014,whole year,coconut,1829.0,39653000.0
andhra pradesh,krishna,2014,whole year,rice,288042.0,998795.0
andhra pradesh,kurnool,1997,kharif,arhar/tur,20900.0,6400.0
andhra pradesh,kurnool,1997,kharif,bajra,11600.0,9300.0
andhra pradesh,kurnool,1997,kharif,cotton(lint),90400.0,116900.0
andhra pradesh,kurnool,1997,kharif,dry chillies,8000.0,8500.0
andhra pradesh,kurnool,1997,kharif,groundnut,201200.0,105200.0
andhra pradesh,kurnool,1997,kharif,jowar,9600.0,10400.0
andhra pradesh,kurnool,1997,kharif,korra,21700.0,13700.0
andhra pradesh,kurnool,1997,kharif,maize,1000.0,1700.0
andhra pradesh,kurnool,1997,kharif,moong(green gram),3000.0,1200.0
andhra pradesh,kurnool,1997,kharif,ragi,100.0,100.0
andhra pradesh,kurnool,1997,kharif,rice,66300.0,176900.0
andhra pradesh,kurnool,1997,kharif,sugarcane,100.0,9900.0
andhra pradesh,kurnool,1997,kharif,sunflower,81700.0,46200.0
andhra pradesh,kurnool,1997,kharif,tobacco,23000.0,22700.0
andhra pradesh,kurnool,1997,kharif,urad,600.0,100.0
andhra pradesh,kurnool,1997,rabi,arhar/tur,100.0,100.0
andhra pradesh,kurnool,1997,rabi,dry chillies,300.0,300.0
andhra pradesh,kurnool,1997,rabi,gram,48300.0,22800.0
andhra pradesh,kurnool,1997,rabi,groundnut,31900.0,48100.0
andhra pradesh,kurnool,1997,rabi,horse-gram,2000.0,600.0
andhra pradesh,kurnool,1997,rabi,jowar,113800.0,107200.0
andhra pradesh,kurnool,1997,rabi,maize,100.0,200.0
andhra pradesh,kurnool,1997,rabi,moong(green gram),500.0,200.0
andhra pradesh,kurnool,1997,rabi,rice,9000.0,23900.0
andhra pradesh,kurnool,1997,rabi,sunflower,61100.0,34300.0
andhra pradesh,kurnool,1997,rabi,urad,1900.0,900.0
andhra pradesh,kurnool,1997,rabi,wheat,600.0,300.0
andhra pradesh,kurnool,1998,kharif,arhar/tur,26400.0,10000.0
andhra pradesh,kurnool,1998,kharif,bajra,17700.0,16200.0
andhra pradesh,kurnool,1998,kharif,castor seed,800.0,300.0
andhra pradesh,kurnool,1998,kharif,cotton(lint),153700.0,142000.0
andhra pradesh,kurnool,1998,kharif,dry chillies,10300.0,12000.0
andhra pradesh,kurnool,1998,kharif,groundnut,209100.0,139000.0
andhra pradesh,kurnool,1998,kharif,jowar,9400.0,9100.0
andhra pradesh,kurnool,1998,kharif,korra,27500.0,19600.0
andhra pradesh,kurnool,1998,kharif,maize,700.0,1400.0
andhra pradesh,kurnool,1998,kharif,moong(green gram),4700.0,2900.0
andhra pradesh,kurnool,1998,kharif,other kharif pulses,100.0,729.0
andhra pradesh,kurnool,1998,kharif,rice,75100.0,221700.0
andhra pradesh,kurnool,1998,kharif,sesamum,100.0,729.0
andhra pradesh,kurnool,1998,kharif,sunflower,58300.0,46600.0
andhra pradesh,kurnool,1998,kharif,urad,600.0,500.0
andhra pradesh,kurnool,1998,rabi,arhar/tur,600.0,200.0
andhra pradesh,kurnool,1998,rabi,bajra,300.0,300.0
andhra pradesh,kurnool,1998,rabi,dry chillies,500.0,600.0
andhra pradesh,kurnool,1998,rabi,gram,54400.0,44500.0
andhra pradesh,kurnool,1998,rabi,groundnut,40100.0,83100.0
andhra pradesh,kurnool,1998,rabi,horse-gram,2300.0,1400.0
andhra pradesh,kurnool,1998,rabi,jowar,90200.0,96300.0
andhra pradesh,kurnool,1998,rabi,korra,100.0,100.0
andhra pradesh,kurnool,1998,rabi,maize,100.0,400.0
andhra pradesh,kurnool,1998,rabi,moong(green gram),1300.0,500.0
andhra pradesh,kurnool,1998,rabi,rice,20900.0,44500.0
andhra pradesh,kurnool,1998,rabi,sesamum,600.0,200.0
andhra pradesh,kurnool,1998,rabi,sunflower,71200.0,28300.0
andhra pradesh,kurnool,1998,rabi,urad,3100.0,2000.0
andhra pradesh,kurnool,1998,rabi,wheat,700.0,400.0
andhra pradesh,kurnool,1998,whole year,sugarcane,200.0,15100.0
andhra pradesh,kurnool,1998,whole year,tobacco,22100.0,18700.0
andhra pradesh,kurnool,1999,kharif,bajra,15261.0,9187.0
andhra pradesh,kurnool,1999,kharif,castor seed,1598.0,302.0
andhra pradesh,kurnool,1999,kharif,cotton(lint),106402.0,118294.0
andhra pradesh,kurnool,1999,kharif,groundnut,195335.0,100793.0
andhra pradesh,kurnool,1999,kharif,horse-gram,15.0,7.0
andhra pradesh,kurnool,1999,kharif,jowar,12603.0,7952.0
andhra pradesh,kurnool,1999,kharif,maize,669.0,1901.0
andhra pradesh,kurnool,1999,kharif,masoor,28051.0,7490.0
andhra pradesh,kurnool,1999,kharif,moong(green gram),6972.0,4950.0
andhra pradesh,kurnool,1999,kharif,ragi,73.0,87.0
andhra pradesh,kurnool,1999,kharif,rice,81640.0,225431.0
andhra pradesh,kurnool,1999,kharif,sesamum,402.0,97.0
andhra pradesh,kurnool,1999,kharif,urad,1578.0,963.0
andhra pradesh,kurnool,1999,rabi,bajra,559.0,337.0
andhra pradesh,kurnool,1999,rabi,gram,61739.0,27412.0
andhra pradesh,kurnool,1999,rabi,groundnut,30282.0,55053.0
andhra pradesh,kurnool,1999,rabi,horse-gram,1620.0,494.0
andhra pradesh,kurnool,1999,rabi,jowar,105751.0,99194.0
andhra pradesh,kurnool,1999,rabi,linseed,6.0,1.0
andhra pradesh,kurnool,1999,rabi,maize,134.0,649.0
andhra pradesh,kurnool,1999,rabi,masoor,325.0,87.0
andhra pradesh,kurnool,1999,rabi,moong(green gram),400.0,103.0
andhra pradesh,kurnool,1999,rabi,rapeseed &mustard,1968.0,470.0
andhra pradesh,kurnool,1999,rabi,rice,12430.0,35695.0
andhra pradesh,kurnool,1999,rabi,safflower,2208.0,726.0
andhra pradesh,kurnool,1999,rabi,sesamum,361.0,83.0
andhra pradesh,kurnool,1999,rabi,urad,1332.0,880.0
andhra pradesh,kurnool,1999,rabi,wheat,789.0,529.0
andhra pradesh,kurnool,1999,whole year,dry chillies,13207.0,18601.0
andhra pradesh,kurnool,1999,whole year,onion,10678.0,156507.0
andhra pradesh,kurnool,1999,whole year,sugarcane,176.0,15620.0
andhra pradesh,kurnool,1999,whole year,tobacco,61.0,61.0
andhra pradesh,kurnool,2000,kharif,arhar/tur,38108.0,16996.0
andhra pradesh,kurnool,2000,kharif,bajra,18718.0,15199.0
andhra pradesh,kurnool,2000,kharif,castor seed,19382.0,5891.0
andhra pradesh,kurnool,2000,kharif,cotton(lint),118754.0,159270.0
andhra pradesh,kurnool,2000,kharif,dry chillies,13092.0,14715.0
andhra pradesh,kurnool,2000,kharif,groundnut,207639.0,204317.0
andhra pradesh,kurnool,2000,kharif,horse-gram,32.0,16.0
andhra pradesh,kurnool,2000,kharif,jowar,7662.0,11953.0
andhra pradesh,kurnool,2000,kharif,korra,24947.0,17338.0
andhra pradesh,kurnool,2000,kharif,maize,2635.0,6862.0
andhra pradesh,kurnool,2000,kharif,moong(green gram),8588.0,3813.0
andhra pradesh,kurnool,2000,kharif,niger seed,12.0,4.0
andhra pradesh,kurnool,2000,kharif,onion,8564.0,126747.0
andhra pradesh,kurnool,2000,kharif,other kharif pulses,349.0,62.0
andhra pradesh,kurnool,2000,kharif,other misc. pulses,75.0,17.0
andhra pradesh,kurnool,2000,kharif,ragi,43.0,70.0
andhra pradesh,kurnool,2000,kharif,rice,93188.0,307427.0
andhra pradesh,kurnool,2000,kharif,samai,22.0,14.0
andhra pradesh,kurnool,2000,kharif,sesamum,365.0,85.0
andhra pradesh,kurnool,2000,kharif,small millets,24969.0,17352.0
andhra pradesh,kurnool,2000,kharif,sunflower,98381.0,76276.0
andhra pradesh,kurnool,2000,kharif,urad,2971.0,175.0
andhra pradesh,kurnool,2000,rabi,arhar/tur,336.0,150.0
andhra pradesh,kurnool,2000,rabi,bajra,504.0,409.0
andhra pradesh,kurnool,2000,rabi,dry chillies,249.0,284.0
andhra pradesh,kurnool,2000,rabi,gram,65868.0,57437.0
andhra pradesh,kurnool,2000,rabi,groundnut,33563.0,61521.0
andhra pradesh,kurnool,2000,rabi,horse-gram,1361.0,287.0
andhra pradesh,kurnool,2000,rabi,jowar,86644.0,105792.0
andhra pradesh,kurnool,2000,rabi,korra,39.0,27.0
andhra pradesh,kurnool,2000,rabi,linseed,6.0,1.0
andhra pradesh,kurnool,2000,rabi,maize,175.0,942.0
andhra pradesh,kurnool,2000,rabi,moong(green gram),274.0,92.0
andhra pradesh,kurnool,2000,rabi,onion,1098.0,23828.0
andhra pradesh,kurnool,2000,rabi,other  rabi pulses,26.0,9.0
andhra pradesh,kurnool,2000,rabi,other misc. pulses,12.0,2.0
andhra pradesh,kurnool,2000,rabi,rapeseed &mustard,2610.0,903.0
andhra pradesh,kurnool,2000,rabi,rice,13909.0,38083.0
andhra pradesh,kurnool,2000,rabi,safflower,3374.0,1140.0
andhra pradesh,kurnool,2000,rabi,sesamum,126.0,26.0
andhra pradesh,kurnool,2000,rabi,small millets,39.0,27.0
andhra pradesh,kurnool,2000,rabi,urad,2465.0,1982.0
andhra pradesh,kurnool,2000,rabi,wheat,850.0,484.0
andhra pradesh,kurnool,2000,whole year,banana,2327.0,32282.0
andhra pradesh,kurnool,2000,whole year,coconut,99.0,425810.0
andhra pradesh,kurnool,2000,whole year,coriander,19621.0,6632.0
andhra pradesh,kurnool,2000,whole year,sugarcane,47.0,3379.0
andhra pradesh,kurnool,2000,whole year,sweet potato,5.0,68.0
andhra pradesh,kurnool,2000,whole year,tobacco,13264.0,16890.0
andhra pradesh,kurnool,2000,whole year,turmeric,1324.0,9221.0
andhra pradesh,kurnool,2001,kharif,arhar/tur,26743.0,10216.0
andhra pradesh,kurnool,2001,kharif,bajra,13932.0,11062.0
andhra pradesh,kurnool,2001,kharif,castor seed,7013.0,1977.0
andhra pradesh,kurnool,2001,kharif,cotton(lint),82631.0,87006.0
andhra pradesh,kurnool,2001,kharif,dry chillies,14427.0,19202.0
andhra pradesh,kurnool,2001,kharif,gram,10.0,12.0
andhra pradesh,kurnool,2001,kharif,groundnut,175910.0,151283.0
andhra pradesh,kurnool,2001,kharif,horse-gram,4.0,2.0
andhra pradesh,kurnool,2001,kharif,jowar,6577.0,6939.0
andhra pradesh,kurnool,2001,kharif,korra,19640.0,14809.0
andhra pradesh,kurnool,2001,kharif,maize,785.0,2098.0
andhra pradesh,kurnool,2001,kharif,mesta,120.0,1021.0
andhra pradesh,kurnool,2001,kharif,moong(green gram),2537.0,1225.0
